Time, Voltage
0.2337,2.4356
0.2344,2.4305
0.2351,2.4356
0.2358,2.4356
0.2365,2.4356
0.2372,2.4305
0.2379,2.4356
0.2385,2.4356
0.2392,2.4305
0.2399,2.4305
0.2406,2.4305
0.2413,2.4305
0.2420,2.4305
0.2427,2.4254
0.2434,2.4305
0.2441,2.4356
0.2448,2.4254
0.2455,2.4356
0.2461,2.4305
0.2468,2.4356
0.2475,2.4254
0.2482,2.4305
0.2489,2.4305
0.2496,2.4356
0.2503,2.4305
0.2510,2.4254
0.2517,2.4305
0.2524,2.4305
0.2531,2.4204
0.2537,2.4305
0.2544,2.4356
0.2551,2.4356
0.2558,2.4305
0.2565,2.4305
0.2572,2.4305
0.2579,2.4254
0.2586,2.4254
0.2593,2.4305
0.2600,2.4305
0.2606,2.4254
0.2613,2.4356
0.2620,2.4356
0.2627,2.4305
0.2634,2.4305
0.2641,2.4305
0.2648,2.4305
0.2655,2.4305
0.2662,2.4305
0.2669,2.4305
0.2676,2.4305
0.2682,2.4204
0.2689,2.4305
0.2696,2.4305
0.2703,2.4305
0.2710,2.4254
0.2717,2.4254
0.2724,2.4254
0.2730,2.4254
0.2737,2.4305
0.2744,2.4254
0.2751,2.4305
0.2758,2.4204
0.2765,2.4254
0.2772,2.4254
0.2779,2.4254
0.2786,2.4254
0.2792,2.4254
0.2799,2.4254
0.2806,2.4254
0.2813,2.4254
0.2820,2.4254
0.2827,2.4204
0.2834,2.4254
0.2841,2.4254
0.2848,2.4254
0.2855,2.4254
0.2861,2.4305
0.2868,2.4254
0.2875,2.4254
0.2882,2.4254
0.2889,2.4254
0.2896,2.4254
0.2903,2.4254
0.2910,2.4204
0.2917,2.4204
0.2924,2.4153
0.2930,2.4204
0.2937,2.4254
0.2944,2.4254
0.2951,2.4254
0.2958,2.4153
0.2965,2.4254
0.2972,2.4204
0.2979,2.4254
0.2986,2.4254
0.2992,2.4153
0.2999,2.4254
0.3006,2.4254
0.3013,2.4153
0.3020,2.4204
0.3027,2.4204
0.3034,2.4204
0.3041,2.4102
0.3048,2.4254
0.3055,2.4204
0.3061,2.4153
0.3068,2.4254
0.3075,2.4153
0.3082,2.4254
0.3089,2.4254
0.3096,2.4204
0.3103,2.4153
0.3110,2.4204
0.3117,2.4204
0.3124,2.4153
0.3131,2.4204
0.3137,2.4102
0.3144,2.4204
0.3151,2.4204
0.3158,2.4153
0.3165,2.4204
0.3172,2.4204
0.3179,2.4153
0.3186,2.4204
0.3193,2.4153
0.3200,2.4204
0.3207,2.4204
0.3214,2.4153
0.3220,2.4153
0.3227,2.4102
0.3234,2.4204
0.3241,2.4153
0.3248,2.4204
0.3255,2.4204
0.3262,2.4153
0.3269,2.4204
0.3276,2.4102
0.3282,2.4102
0.3289,2.4153
0.3296,2.4153
0.3303,2.4102
0.3310,2.4153
0.3317,2.4153
0.3324,2.4102
0.3331,2.4102
0.3338,2.4153
0.3345,2.4204
0.3351,2.4153
0.3358,2.4153
0.3365,2.4102
0.3372,2.4102
0.3379,2.4204
0.3386,2.4153
0.3393,2.4153
0.3400,2.4102
0.3407,2.4153
0.3414,2.4153
0.3420,2.4153
0.3427,2.4153
0.3434,2.4153
0.3441,2.4102
0.3448,2.4153
0.3455,2.4153
0.3462,2.4153
0.3469,2.4102
0.3476,2.4102
0.3483,2.4102
0.3490,2.4153
0.3497,2.4102
0.3504,2.4153
0.3511,2.4153
0.3517,2.4102
0.3524,2.4102
0.3531,2.4153
0.3538,2.4153
0.3545,2.4153
0.3552,2.4102
0.3559,2.4052
0.3566,2.4102
0.3573,2.4102
0.3580,2.4102
0.3587,2.4153
0.3593,2.4153
0.3600,2.4102
0.3607,2.4001
0.3614,2.4052
0.3621,2.4001
0.3628,2.4102
0.3635,2.4001
0.3643,2.4102
0.3650,2.4102
0.3657,2.4102
0.3665,2.4102
0.3672,2.4102
0.3679,2.4102
0.3686,2.4102
0.3693,2.4153
0.3700,2.4102
0.3706,2.4153
0.3713,2.4052
0.3720,2.4052
0.3727,2.4052
0.3734,2.4102
0.3741,2.4001
0.3748,2.4001
0.3755,2.4001
0.3762,2.4102
0.3769,2.4102
0.3775,2.4102
0.3782,2.4102
0.3789,2.4052
0.3796,2.4102
0.3803,2.4102
0.3810,2.4102
0.3817,2.4052
0.3824,2.4102
0.3831,2.4102
0.3838,2.3951
0.3844,2.4102
0.3851,2.3951
0.3858,2.4001
0.3865,2.4052
0.3872,2.4102
0.3879,2.4102
0.3886,2.4052
0.3893,2.4052
0.3900,2.4052
0.3907,2.3951
0.3916,2.4052
0.3923,2.4052
0.3930,2.4102
0.3937,2.4052
0.3943,2.4052
0.3950,2.4102
0.3957,2.4102
0.3964,2.3951
0.3971,2.4102
0.3978,2.4052
0.3985,2.4001
0.3992,2.4052
0.3998,2.4052
0.4005,2.4052
0.4012,2.4001
0.4019,2.4052
0.4026,2.4052
0.4033,2.4001
0.4040,2.3951
0.4047,2.4001
0.4053,2.4052
0.4060,2.4052
0.4067,2.4001
0.4074,2.4102
0.4081,2.4052
0.4088,2.4052
0.4095,2.4052
0.4101,2.4052
0.4108,2.4052
0.4115,2.4001
0.4122,2.4052
0.4129,2.4001
0.4136,2.4052
0.4143,2.4001
0.4150,2.4001
0.4157,2.3951
0.4163,2.4001
0.4170,2.4001
0.4177,2.4001
0.4184,2.4052
0.4191,2.4001
0.4198,2.4001
0.4205,2.4052
0.4211,2.4001
0.4218,2.3900
0.4225,2.4001
0.4232,2.4001
0.4239,2.4001
0.4246,2.4001
0.4253,2.4001
0.4260,2.4001
0.4266,2.4001
0.4273,2.4001
0.4280,2.4001
0.4287,2.3951
0.4294,2.4001
0.4301,2.3951
0.4308,2.4001
0.4314,2.4052
0.4321,2.4001
0.4328,2.4001
0.4335,2.4001
0.4342,2.4001
0.4349,2.3900
0.4356,2.3951
0.4362,2.4001
0.4369,2.3900
0.4376,2.3900
0.4383,2.4001
0.4390,2.4001
0.4397,2.3951
0.4404,2.3951
0.4411,2.3951
0.4418,2.3900
0.4425,2.3951
0.4431,2.3951
0.4438,2.4001
0.4445,2.3849
0.4452,2.3951
0.4459,2.3951
0.4466,2.4001
0.4473,2.4001
0.4480,2.3951
0.4487,2.3951
0.4493,2.3900
0.4500,2.4001
0.4507,2.4001
0.4514,2.3951
0.4521,2.4001
0.4528,2.3951
0.4535,2.3951
0.4542,2.3900
0.4549,2.3951
0.4556,2.3951
0.4562,2.3951
0.4569,2.3900
0.4576,2.3900
0.4583,2.3849
0.4590,2.3900
0.4597,2.3951
0.4604,2.3900
0.4611,2.3900
0.4618,2.3951
0.4624,2.3900
0.4631,2.3900
0.4638,2.3951
0.4645,2.3951
0.4652,2.3900
0.4660,2.3900
0.4667,2.3900
0.4674,2.3951
0.4682,2.3951
0.4689,2.3900
0.4696,2.3951
0.4703,2.3900
0.4710,2.3900
0.4717,2.3951
0.4724,2.3900
0.4731,2.3900
0.4738,2.3799
0.4745,2.3951
0.4751,2.3849
0.4758,2.3900
0.4765,2.3900
0.4772,2.3849
0.4779,2.3900
0.4786,2.3900
0.4793,2.3849
0.4800,2.3900
0.4807,2.3849
0.4814,2.3799
0.4821,2.3799
0.4827,2.3900
0.4834,2.3900
0.4841,2.3799
0.4848,2.3900
0.4855,2.3849
0.4862,2.3799
0.4869,2.3799
0.4876,2.3799
0.4883,2.3849
0.4890,2.3900
0.4896,2.3849
0.4903,2.3849
0.4910,2.3900
0.4918,2.3849
0.4925,2.3900
0.4932,2.3849
0.4939,2.3849
0.4946,2.3900
0.4953,2.3849
0.4960,2.3849
0.4967,2.3900
0.4975,2.3849
0.4982,2.3799
0.4989,2.3799
0.4997,2.3849
0.5004,2.3900
0.5011,2.3900
0.5018,2.3849
0.5025,2.3849
0.5032,2.3849
0.5040,2.3748
0.5047,2.3799
0.5054,2.3849
0.5061,2.3799
0.5067,2.3849
0.5074,2.3900
0.5081,2.3900
0.5088,2.3799
0.5095,2.3849
0.5102,2.3849
0.5109,2.3849
0.5116,2.3799
0.5122,2.3799
0.5129,2.3849
0.5136,2.3900
0.5143,2.3849
0.5150,2.3849
0.5157,2.3849
0.5164,2.3900
0.5171,2.3799
0.5177,2.3799
0.5184,2.3900
0.5191,2.3900
0.5198,2.3849
0.5205,2.3900
0.5212,2.3900
0.5219,2.3849
0.5226,2.3900
0.5232,2.3900
0.5239,2.3900
0.5246,2.3849
0.5253,2.3951
0.5260,2.3900
0.5267,2.3900
0.5274,2.3900
0.5281,2.3799
0.5287,2.3799
0.5294,2.3748
0.5301,2.3849
0.5308,2.3849
0.5315,2.3900
0.5322,2.3849
0.5329,2.3849
0.5335,2.3900
0.5342,2.3900
0.5349,2.3900
0.5356,2.3849
0.5363,2.3900
0.5370,2.3849
0.5377,2.3849
0.5384,2.3900
0.5391,2.3849
0.5397,2.3799
0.5404,2.3849
0.5411,2.3799
0.5418,2.3799
0.5425,2.3849
0.5432,2.3849
0.5439,2.3900
0.5445,2.3849
0.5452,2.3849
0.5459,2.3900
0.5466,2.3900
0.5473,2.3849
0.5480,2.3849
0.5487,2.3849
0.5494,2.3849
0.5501,2.3849
0.5508,2.3849
0.5515,2.3849
0.5522,2.3849
0.5529,2.3849
0.5535,2.3849
0.5542,2.3849
0.5549,2.3849
0.5556,2.3799
0.5563,2.3849
0.5570,2.3849
0.5577,2.3799
0.5584,2.3799
0.5590,2.3849
0.5597,2.3849
0.5604,2.3849
0.5611,2.3849
0.5618,2.3748
0.5625,2.3799
0.5632,2.3849
0.5639,2.3849
0.5646,2.3849
0.5654,2.3799
0.5661,2.3799
0.5668,2.3799
0.5675,2.3849
0.5683,2.3748
0.5690,2.3799
0.5697,2.3748
0.5704,2.3748
0.5711,2.3799
0.5719,2.3799
0.5726,2.3799
0.5733,2.3799
0.5740,2.3748
0.5747,2.3799
0.5754,2.3799
0.5762,2.3748
0.5769,2.3799
0.5776,2.3748
0.5783,2.3697
0.5790,2.3697
0.5798,2.3799
0.5805,2.3697
0.5812,2.3799
0.5819,2.3697
0.5827,2.3799
0.5834,2.3799
0.5841,2.3748
0.5848,2.3697
0.5855,2.3748
0.5863,2.3748
0.5870,2.3748
0.5877,2.3748
0.5884,2.3748
0.5892,2.3697
0.5899,2.3748
0.5906,2.3748
0.5913,2.3697
0.5921,2.3748
0.5928,2.3748
0.5935,2.3748
0.5942,2.3748
0.5949,2.3748
0.5957,2.3748
0.5964,2.3748
0.5971,2.3647
0.5979,2.3748
0.5986,2.3697
0.5993,2.3697
0.6000,2.3697
0.6008,2.3748
0.6015,2.3697
0.6022,2.3697
0.6029,2.3697
0.6037,2.3748
0.6044,2.3697
0.6051,2.3748
0.6058,2.3697
0.6066,2.3697
0.6073,2.3647
0.6080,2.3647
0.6087,2.3697
0.6095,2.3697
0.6102,2.3697
0.6109,2.3748
0.6116,2.3697
0.6124,2.3748
0.6131,2.3697
0.6138,2.3647
0.6145,2.3697
0.6153,2.3697
0.6160,2.3647
0.6167,2.3697
0.6174,2.3647
0.6182,2.3748
0.6189,2.3697
0.6196,2.3697
0.6203,2.3647
0.6211,2.3647
0.6218,2.3596
0.6225,2.3647
0.6232,2.3647
0.6240,2.3697
0.6247,2.3697
0.6254,2.3697
0.6261,2.3647
0.6269,2.3697
0.6276,2.3647
0.6283,2.3647
0.6290,2.3647
0.6298,2.3596
0.6305,2.3647
0.6312,2.3647
0.6319,2.3596
0.6327,2.3596
0.6334,2.3647
0.6341,2.3697
0.6348,2.3647
0.6356,2.3647
0.6363,2.3647
0.6370,2.3647
0.6377,2.3647
0.6385,2.3647
0.6392,2.3647
0.6399,2.3596
0.6406,2.3647
0.6414,2.3647
0.6421,2.3647
0.6428,2.3596
0.6435,2.3596
0.6443,2.3647
0.6450,2.3545
0.6457,2.3647
0.6464,2.3545
0.6472,2.3596
0.6479,2.3596
0.6486,2.3596
0.6493,2.3647
0.6501,2.3647
0.6508,2.3647
0.6515,2.3647
0.6522,2.3647
0.6530,2.3596
0.6537,2.3647
0.6545,2.3596
0.6556,2.3545
0.6564,2.3647
0.6572,2.3647
0.6580,2.3596
0.6587,2.3596
0.6594,2.3596
0.6602,2.3596
0.6610,2.3596
0.6617,2.3545
0.6624,2.3596
0.6632,2.3647
0.6640,2.3596
0.6648,2.3647
0.6655,2.3545
0.6663,2.3596
0.6670,2.3596
0.6677,2.3596
0.6685,2.3545
0.6692,2.3596
0.6700,2.3596
0.6713,2.3545
0.6722,2.3545
0.6730,2.3596
0.6737,2.3545
0.6745,2.3495
0.6753,2.3596
0.6761,2.3545
0.6768,2.3596
0.6776,2.3596
0.6784,2.3596
0.6793,2.3596
0.6800,2.3596
0.6807,2.3596
0.6814,2.3495
0.6822,2.3495
0.6829,2.3545
0.6836,2.3545
0.6844,2.3495
0.6851,2.3596
0.6858,2.3596
0.6865,2.3545
0.6873,2.3545
0.6880,2.3596
0.6887,2.3596
0.6895,2.3545
0.6902,2.3596
0.6910,2.3545
0.6917,2.3545
0.6924,2.3545
0.6931,2.3545
0.6939,2.3596
0.6946,2.3495
0.6953,2.3596
0.6960,2.3444
0.6968,2.3545
0.6975,2.3444
0.6983,2.3545
0.6990,2.3545
0.6997,2.3545
0.7004,2.3545
0.7012,2.3444
0.7019,2.3545
0.7026,2.3596
0.7033,2.3495
0.7041,2.3545
0.7048,2.3545
0.7055,2.3545
0.7062,2.3545
0.7070,2.3495
0.7077,2.3495
0.7084,2.3545
0.7091,2.3444
0.7099,2.3545
0.7106,2.3545
0.7113,2.3444
0.7121,2.3495
0.7128,2.3545
0.7136,2.3545
0.7143,2.3545
0.7150,2.3495
0.7157,2.3444
0.7165,2.3545
0.7172,2.3495
0.7179,2.3495
0.7187,2.3495
0.7194,2.3545
0.7201,2.3495
0.7208,2.3545
0.7216,2.3495
0.7223,2.3495
0.7230,2.3444
0.7238,2.3495
0.7245,2.3444
0.7252,2.3495
0.7259,2.3495
0.7267,2.3495
0.7274,2.3495
0.7281,2.3444
0.7288,2.3495
0.7296,2.3495
0.7303,2.3444
0.7310,2.3444
0.7317,2.3444
0.7325,2.3495
0.7332,2.3495
0.7339,2.3545
0.7346,2.3444
0.7354,2.3495
0.7361,2.3495
0.7368,2.3444
0.7376,2.3444
0.7383,2.3444
0.7390,2.3495
0.7398,2.3444
0.7405,2.3444
0.7412,2.3444
0.7419,2.3394
0.7427,2.3444
0.7434,2.3495
0.7441,2.3444
0.7448,2.3394
0.7456,2.3444
0.7463,2.3444
0.7470,2.3394
0.7477,2.3444
0.7485,2.3495
0.7492,2.3444
0.7499,2.3444
0.7507,2.3444
0.7514,2.3343
0.7521,2.3394
0.7529,2.3444
0.7536,2.3394
0.7543,2.3444
0.7551,2.3394
0.7558,2.3444
0.7565,2.3444
0.7573,2.3444
0.7580,2.3444
0.7587,2.3394
0.7595,2.3394
0.7602,2.3444
0.7609,2.3444
0.7617,2.3394
0.7624,2.3444
0.7631,2.3394
0.7639,2.3394
0.7647,2.3394
0.7654,2.3343
0.7662,2.3394
0.7669,2.3444
0.7676,2.3444
0.7683,2.3394
0.7690,2.3394
0.7698,2.3394
0.7705,2.3394
0.7712,2.3394
0.7719,2.3394
0.7727,2.3343
0.7734,2.3444
0.7741,2.3444
0.7749,2.3394
0.7756,2.3444
0.7763,2.3394
0.7770,2.3394
0.7777,2.3343
0.7785,2.3394
0.7792,2.3394
0.7799,2.3394
0.7806,2.3343
0.7814,2.3394
0.7821,2.3394
0.7828,2.3394
0.7835,2.3394
0.7842,2.3394
0.7850,2.3394
0.7857,2.3394
0.7864,2.3343
0.7871,2.3394
0.7879,2.3292
0.7886,2.3292
0.7893,2.3343
0.7900,2.3343
0.7908,2.3343
0.7915,2.3394
0.7922,2.3394
0.7929,2.3394
0.7936,2.3292
0.7944,2.3394
0.7951,2.3343
0.7958,2.3394
0.7965,2.3343
0.7973,2.3343
0.7980,2.3343
0.7987,2.3343
0.7994,2.3343
0.8001,2.3343
0.8009,2.3292
0.8016,2.3394
0.8023,2.3292
0.8030,2.3343
0.8037,2.3292
0.8045,2.3343
0.8052,2.3343
0.8059,2.3343
0.8066,2.3343
0.8074,2.3292
0.8081,2.3292
0.8088,2.3292
0.8095,2.3343
0.8102,2.3343
0.8110,2.3343
0.8117,2.3292
0.8124,2.3292
0.8131,2.3242
0.8138,2.3242
0.8146,2.3292
0.8153,2.3343
0.8160,2.3292
0.8168,2.3343
0.8175,2.3343
0.8182,2.3242
0.8190,2.3242
0.8197,2.3292
0.8204,2.3343
0.8211,2.3292
0.8218,2.3292
0.8226,2.3242
0.8233,2.3292
0.8240,2.3242
0.8247,2.3292
0.8255,2.3292
0.8262,2.3292
0.8269,2.3242
0.8276,2.3292
0.8283,2.3343
0.8291,2.3242
0.8298,2.3191
0.8305,2.3292
0.8312,2.3292
0.8319,2.3292
0.8327,2.3292
0.8334,2.3292
0.8341,2.3292
0.8348,2.3292
0.8356,2.3242
0.8363,2.3292
0.8370,2.3292
0.8377,2.3242
0.8384,2.3292
0.8392,2.3292
0.8399,2.3292
0.8406,2.3292
0.8413,2.3242
0.8420,2.3292
0.8428,2.3191
0.8435,2.3242
0.8442,2.3242
0.8449,2.3242
0.8457,2.3191
0.8464,2.3292
0.8471,2.3191
0.8478,2.3242
0.8485,2.3242
0.8493,2.3191
0.8500,2.3242
0.8507,2.3191
0.8514,2.3242
0.8521,2.3242
0.8529,2.3242
0.8536,2.3292
0.8543,2.3191
0.8550,2.3292
0.8558,2.3191
0.8565,2.3242
0.8572,2.3242
0.8579,2.3242
0.8586,2.3242
0.8594,2.3191
0.8601,2.3242
0.8608,2.3242
0.8615,2.3242
0.8622,2.3242
0.8630,2.3242
0.8637,2.3242
0.8644,2.3191
0.8652,2.3191
0.8660,2.3191
0.8667,2.3242
0.8674,2.3242
0.8682,2.3242
0.8689,2.3242
0.8696,2.3242
0.8703,2.3191
0.8711,2.3140
0.8718,2.3242
0.8725,2.3191
0.8733,2.3242
0.8740,2.3191
0.8747,2.3242
0.8755,2.3191
0.8762,2.3191
0.8769,2.3242
0.8777,2.3242
0.8784,2.3140
0.8791,2.3191
0.8799,2.3242
0.8806,2.3242
0.8813,2.3140
0.8821,2.3140
0.8828,2.3191
0.8835,2.3191
0.8842,2.3191
0.8850,2.3191
0.8857,2.3140
0.8864,2.3140
0.8872,2.3191
0.8879,2.3140
0.8886,2.3140
0.8894,2.3191
0.8901,2.3140
0.8908,2.3191
0.8916,2.3140
0.8923,2.3191
0.8930,2.3191
0.8938,2.3242
0.8945,2.3140
0.8952,2.3191
0.8960,2.3140
0.8967,2.3140
0.8974,2.3191
0.8982,2.3191
0.8989,2.3191
0.8996,2.3191
0.9003,2.3090
0.9011,2.3191
0.9018,2.3191
0.9025,2.3140
0.9033,2.3191
0.9040,2.3140
0.9047,2.3140
0.9055,2.3191
0.9062,2.3191
0.9069,2.3140
0.9077,2.3140
0.9084,2.3140
0.9091,2.3140
0.9099,2.3140
0.9106,2.3140
0.9113,2.3191
0.9121,2.3140
0.9128,2.3140
0.9138,2.3140
0.9145,2.3090
0.9152,2.3191
0.9160,2.3140
0.9167,2.3140
0.9174,2.3191
0.9181,2.3090
0.9189,2.3140
0.9196,2.3140
0.9203,2.3140
0.9210,2.3140
0.9218,2.3140
0.9225,2.3140
0.9232,2.3140
0.9239,2.3090
0.9247,2.3140
0.9254,2.3140
0.9261,2.3140
0.9268,2.3090
0.9276,2.3140
0.9283,2.3140
0.9290,2.3140
0.9298,2.3140
0.9305,2.3140
0.9312,2.3140
0.9319,2.3090
0.9327,2.3140
0.9334,2.3090
0.9341,2.3090
0.9348,2.3140
0.9356,2.3140
0.9363,2.3140
0.9370,2.3140
0.9377,2.3140
0.9385,2.3090
0.9392,2.3090
0.9399,2.3140
0.9406,2.3140
0.9414,2.3140
0.9421,2.3090
0.9428,2.3090
0.9435,2.3140
0.9443,2.3140
0.9450,2.3140
0.9457,2.3140
0.9464,2.3140
0.9472,2.3140
0.9479,2.3140
0.9486,2.3090
0.9494,2.3140
0.9501,2.3191
0.9508,2.3090
0.9516,2.3140
0.9523,2.3140
0.9530,2.3090
0.9537,2.3039
0.9545,2.3140
0.9552,2.3039
0.9559,2.3090
0.9567,2.3090
0.9574,2.3039
0.9581,2.3090
0.9589,2.3090
0.9596,2.3140
0.9603,2.3140
0.9611,2.3090
0.9618,2.3090
0.9625,2.3090
0.9633,2.3090
0.9640,2.3090
0.9647,2.3090
0.9655,2.3090
0.9662,2.3090
0.9669,2.3140
0.9677,2.3140
0.9684,2.3140
0.9691,2.3039
0.9699,2.3039
0.9706,2.3140
0.9713,2.3090
0.9721,2.3039
0.9728,2.3039
0.9735,2.3090
0.9743,2.2988
0.9750,2.3090
0.9757,2.3090
0.9765,2.3090
0.9774,2.3090
0.9781,2.3090
0.9788,2.3090
0.9796,2.3090
0.9803,2.3039
0.9810,2.3090
0.9818,2.3039
0.9825,2.3039
0.9832,2.3090
0.9840,2.3090
0.9847,2.3039
0.9854,2.3039
0.9862,2.2988
0.9869,2.3090
0.9876,2.3039
0.9884,2.3039
0.9891,2.2938
0.9898,2.3140
